sno,technology,slug,category,category_slug,companies,jobs,url
15412,Lazarus,lazarus,Programming Languages And Frameworks,programming-languages-and-frameworks,237,945,https://theirstack.com/en/technology/lazarus
15413,Lazydocker,lazydocker,Platform And Storage,platform-and-storage,0,0,https://theirstack.com/en/technology/lazydocker
15414,Lazygit,lazygit,Devops And Development,devops-and-development,1,1,https://theirstack.com/en/technology/lazygit
15415,Lazyjs,lazyjs,Programming Languages And Frameworks,programming-languages-and-frameworks,2,3,https://theirstack.com/en/technology/lazyjs
15416,Lazyvim,lazyvim,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,https://theirstack.com/en/technology/lazyvim
15417,Lboffice 2013,lboffice-2013,Finance And Accounting,finance-and-accounting,0,0,https://theirstack.com/en/technology/lboffice-2013
15418,Lcn,lcn,Computer Networks,computer-networks,290,1.4k,https://theirstack.com/en/technology/lcn
15419,Lcn Email,lcn-email,Platform And Storage,platform-and-storage,1,1,https://theirstack.com/en/technology/lcn-email
15420,Ldap Com,ldap-com,IT Security,it-security,28k,128k,https://theirstack.com/en/technology/ldap-com
15421,Le Vpn,le-vpn,IT Security,it-security,90,235,https://theirstack.com/en/technology/le-vpn
15422,Lead Center,lead-center,Sales,sales,631,1.9k,https://theirstack.com/en/technology/lead-center
15423,Lead Champion,lead-champion,Sales,sales,208,525,https://theirstack.com/en/technology/lead-champion
15424,Lead Commerce,lead-commerce,E-commerce,e-commerce,96,177,https://theirstack.com/en/technology/lead-commerce
15425,Lead Connect,lead-connect,Sales,sales,61,115,https://theirstack.com/en/technology/lead-connect
15426,Lead Forensics,lead-forensics,Sales,sales,262,428,https://theirstack.com/en/technology/lead-forensics
15427,Lead Guerrilla,lead-guerrilla,Sales,sales,9,29,https://theirstack.com/en/technology/lead-guerrilla
15428,Lead Honestly,lead-honestly,HR,hr,0,0,https://theirstack.com/en/technology/lead-honestly
15429,Lead Liaison,lead-liaison,Marketing,marketing,2.2k,4.4k,https://theirstack.com/en/technology/lead-liaison
15430,Lead Peep,lead-peep,Sales,sales,0,0,https://theirstack.com/en/technology/lead-peep
15431,Lead Perfection,lead-perfection,Sales,sales,120,335,https://theirstack.com/en/technology/lead-perfection
15432,Lead Validation,lead-validation,Customer Management,customer-management,2.2k,6.4k,https://theirstack.com/en/technology/lead-validation
15433,Lead Wrench,lead-wrench,Sales,sales,0,0,https://theirstack.com/en/technology/lead-wrench
15434,Lead Zeppelin,lead-zeppelin,Sales,sales,0,0,https://theirstack.com/en/technology/lead-zeppelin
15435,Lead411,lead411,Sales,sales,61,140,https://theirstack.com/en/technology/lead411
15436,Leadback,leadback,Sales,sales,0,0,https://theirstack.com/en/technology/leadback
15437,Leadboost,leadboost,Sales,sales,6,6,https://theirstack.com/en/technology/leadboost
15438,Leadboxer,leadboxer,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,https://theirstack.com/en/technology/leadboxer
15439,Leadbyte,leadbyte,Sales,sales,9,11,https://theirstack.com/en/technology/leadbyte
15440,Leadchat,leadchat,Customer Management,customer-management,3,3,https://theirstack.com/en/technology/leadchat
15441,Leadcloud,leadcloud,Sales,sales,9,14,https://theirstack.com/en/technology/leadcloud
15442,Leadcrunch,leadcrunch,Sales,sales,0,0,https://theirstack.com/en/technology/leadcrunch
15443,Leaddolphin,leaddolphin,Sales,sales,0,0,https://theirstack.com/en/technology/leaddolphin
15444,Leaddyno,leaddyno,Marketing,marketing,9,19,https://theirstack.com/en/technology/leaddyno
15445,Leaddyno For Shopify,leaddyno-for-shopify,E-commerce,e-commerce,0,0,https://theirstack.com/en/technology/leaddyno-for-shopify
15446,Leadernation 360,leadernation-360,HR,hr,0,0,https://theirstack.com/en/technology/leadernation-360
15447,Leadersend,leadersend,Marketing,marketing,1,1,https://theirstack.com/en/technology/leadersend
15448,Leadexec,leadexec,Customer Management,customer-management,9,11,https://theirstack.com/en/technology/leadexec
15449,Leadfeeder,leadfeeder,Sales,sales,238,467,https://theirstack.com/en/technology/leadfeeder
15450,Leadferret,leadferret,Marketing,marketing,1,1,https://theirstack.com/en/technology/leadferret
15451,Leadferry,leadferry,Marketing,marketing,0,0,https://theirstack.com/en/technology/leadferry
15452,Leadformly,leadformly,Sales,sales,0,0,https://theirstack.com/en/technology/leadformly
15453,Leadfox,leadfox,Marketing,marketing,14,44,https://theirstack.com/en/technology/leadfox
15454,Leadfuze,leadfuze,Sales,sales,3,3,https://theirstack.com/en/technology/leadfuze
15455,Leadfwd,leadfwd,Sales,sales,1,1,https://theirstack.com/en/technology/leadfwd
15456,Leadgenius,leadgenius,Marketing,marketing,11,17,https://theirstack.com/en/technology/leadgenius
15457,Leadgnome,leadgnome,Marketing,marketing,0,0,https://theirstack.com/en/technology/leadgnome
15458,Leadhub,leadhub,E-commerce,e-commerce,11,15,https://theirstack.com/en/technology/leadhub
15459,Leadinfo,leadinfo,Marketing,marketing,156,293,https://theirstack.com/en/technology/leadinfo
15460,Leadintelligence,leadintelligence,Sales,sales,0,0,https://theirstack.com/en/technology/leadintelligence
15461,Leadiq,leadiq,Sales,sales,345,1.4k,https://theirstack.com/en/technology/leadiq
15462,Leadiro,leadiro,Business Intelligence And Analytics,business-intelligence-and-analytics,3,3,https://theirstack.com/en/technology/leadiro
15463,Leadium,leadium,Sales,sales,0,0,https://theirstack.com/en/technology/leadium
15464,Leadjoint,leadjoint,Sales,sales,2,2,https://theirstack.com/en/technology/leadjoint
15465,Leadlake,leadlake,Sales,sales,0,0,https://theirstack.com/en/technology/leadlake
15466,Leadlander,leadlander,Marketing,marketing,23,62,https://theirstack.com/en/technology/leadlander
15467,Leadlocatecom,leadlocatecom,Sales,sales,0,0,https://theirstack.com/en/technology/leadlocatecom
15468,Leadlovers,leadlovers,Sales,sales,131,180,https://theirstack.com/en/technology/leadlovers
15469,Leadmailbox,leadmailbox,Sales,sales,6,14,https://theirstack.com/en/technology/leadmailbox
15470,Leadmaster,leadmaster,Finance And Accounting,finance-and-accounting,7,25,https://theirstack.com/en/technology/leadmaster
15471,Leadmi,leadmi,Marketing,marketing,2,2,https://theirstack.com/en/technology/leadmi
15472,Leadmine,leadmine,Platform And Storage,platform-and-storage,1,1,https://theirstack.com/en/technology/leadmine
15473,Leadoo,leadoo,Marketing,marketing,12,23,https://theirstack.com/en/technology/leadoo
15474,Leadorganizer,leadorganizer,Sales,sales,2,2,https://theirstack.com/en/technology/leadorganizer
15475,Leadpages,leadpages,Marketing,marketing,496,845,https://theirstack.com/en/technology/leadpages
15476,Leadpath,leadpath,Sales,sales,0,0,https://theirstack.com/en/technology/leadpath
15477,Leadprime,leadprime,Sales,sales,0,0,https://theirstack.com/en/technology/leadprime
15478,Leadquizzes,leadquizzes,Customer Management,customer-management,3,21,https://theirstack.com/en/technology/leadquizzes
15479,Leadrocket,leadrocket,Sales,sales,2,2,https://theirstack.com/en/technology/leadrocket
15480,Leadroid,leadroid,Business Intelligence And Analytics,business-intelligence-and-analytics,0,0,https://theirstack.com/en/technology/leadroid
15481,Leadsberry,leadsberry,Sales,sales,0,0,https://theirstack.com/en/technology/leadsberry
15482,Leadsbridge,leadsbridge,Marketing,marketing,28,75,https://theirstack.com/en/technology/leadsbridge
15483,Leadscore,leadscore,Sales,sales,15,22,https://theirstack.com/en/technology/leadscore
15484,Leadsecure,leadsecure,Sales,sales,0,0,https://theirstack.com/en/technology/leadsecure
15485,Leadseed,leadseed,Sales,sales,0,0,https://theirstack.com/en/technology/leadseed
15486,Leadseye,leadseye,Sales,sales,0,0,https://theirstack.com/en/technology/leadseye
15487,Leadsift,leadsift,Marketing,marketing,2,2,https://theirstack.com/en/technology/leadsift
15488,Leadsimple,leadsimple,Sales,sales,172,475,https://theirstack.com/en/technology/leadsimple
15489,Leadsius,leadsius,Marketing,marketing,0,0,https://theirstack.com/en/technology/leadsius
15490,Leadslite,leadslite,Sales,sales,0,0,https://theirstack.com/en/technology/leadslite
15491,Leadslive,leadslive,Sales,sales,1,1,https://theirstack.com/en/technology/leadslive
15492,Leadspace,leadspace,Business Intelligence And Analytics,business-intelligence-and-analytics,49,130,https://theirstack.com/en/technology/leadspace
15493,Leadsparrow,leadsparrow,Marketing,marketing,0,0,https://theirstack.com/en/technology/leadsparrow
15494,Leadsquared,leadsquared,Sales,sales,854,1.8k,https://theirstack.com/en/technology/leadsquared
15495,Leadsrain,leadsrain,Customer Management,customer-management,0,0,https://theirstack.com/en/technology/leadsrain
15496,Leadsrx,leadsrx,Marketing,marketing,17,54,https://theirstack.com/en/technology/leadsrx
15497,Leadsync,leadsync,Sales,sales,3,3,https://theirstack.com/en/technology/leadsync
15498,Leadtrax,leadtrax,Sales,sales,2,2,https://theirstack.com/en/technology/leadtrax
15499,Leadwave,leadwave,Sales,sales,0,0,https://theirstack.com/en/technology/leadwave
15500,Leadwerks,leadwerks,Programming Languages And Frameworks,programming-languages-and-frameworks,0,0,https://theirstack.com/en/technology/leadwerks
15501,Leadworx,leadworx,Business Intelligence And Analytics,business-intelligence-and-analytics,1,1,https://theirstack.com/en/technology/leadworx
15502,Leaf Mail,leaf-mail,Marketing,marketing,0,0,https://theirstack.com/en/technology/leaf-mail
15503,Leaf Php,leaf-php,Programming Languages And Frameworks,programming-languages-and-frameworks,1,1,https://theirstack.com/en/technology/leaf-php
15504,Leaf Signal,leaf-signal,Business Intelligence And Analytics,business-intelligence-and-analytics,0,0,https://theirstack.com/en/technology/leaf-signal
15505,Leaflet,leaflet,Programming Languages And Frameworks,programming-languages-and-frameworks,8.1k,42k,https://theirstack.com/en/technology/leaflet
15506,Leakcanary,leakcanary,Programming Languages And Frameworks,programming-languages-and-frameworks,130,309,https://theirstack.com/en/technology/leakcanary
15507,Lean Ix,lean-ix,IT Management,it-management,2.2k,6.4k,https://theirstack.com/en/technology/lean-ix
15508,Leancloud,leancloud,Collaboration,collaboration,0,0,https://theirstack.com/en/technology/leancloud
15509,Leandata,leandata,Sales,sales,997,2.8k,https://theirstack.com/en/technology/leandata
15510,Leanix Smp,leanix-smp,Finance And Accounting,finance-and-accounting,0,0,https://theirstack.com/en/technology/leanix-smp
15511,Leankit,leankit,Product And Design,product-and-design,253,703,https://theirstack.com/en/technology/leankit
15512,Leankor,leankor,Collaboration,collaboration,10,22,https://theirstack.com/en/technology/leankor
15513,Leanlabs Kanban,leanlabs-kanban,Product And Design,product-and-design,0,0,https://theirstack.com/en/technology/leanlabs-kanban
15514,Leanlaw,leanlaw,Finance And Accounting,finance-and-accounting,20,22,https://theirstack.com/en/technology/leanlaw
15515,Leanpay,leanpay,Finance And Accounting,finance-and-accounting,17,22,https://theirstack.com/en/technology/leanpay
15516,Leanplum,leanplum,Marketing,marketing,241,597,https://theirstack.com/en/technology/leanplum
15517,Leantime,leantime,Product And Design,product-and-design,8,9,https://theirstack.com/en/technology/leantime
15518,Leanxcale,leanxcale,IT Management,it-management,0,0,https://theirstack.com/en/technology/leanxcale
15519,Leap Legal,leap-legal,Productivity And Operations,productivity-and-operations,249,388,https://theirstack.com/en/technology/leap-legal
15520,Leapfin,leapfin,Finance And Accounting,finance-and-accounting,18,34,https://theirstack.com/en/technology/leapfin
15521,Leapi3,leapi3,Finance And Accounting,finance-and-accounting,0,0,https://theirstack.com/en/technology/leapi3
15522,Leapsome,leapsome,HR,hr,287,901,https://theirstack.com/en/technology/leapsome
15523,Learn Amp,learn-amp,HR,hr,31,48,https://theirstack.com/en/technology/learn-amp
15524,Learn On Demand Systems,learn-on-demand-systems,HR,hr,1,1,https://theirstack.com/en/technology/learn-on-demand-systems
15525,Learn Wisego,learn-wisego,HR,hr,0,0,https://theirstack.com/en/technology/learn-wisego
15526,Learnamp,learnamp,HR,hr,19,147,https://theirstack.com/en/technology/learnamp
15527,Learnbook,learnbook,HR,hr,2,3,https://theirstack.com/en/technology/learnbook
15528,Learncube Virtual Classrooms,learncube-virtual-classrooms,HR,hr,0,0,https://theirstack.com/en/technology/learncube-virtual-classrooms
15529,Learndash,learndash,HR,hr,112,189,https://theirstack.com/en/technology/learndash
15530,Learndot,learndot,HR,hr,5,12,https://theirstack.com/en/technology/learndot
15531,Learner Bubble,learner-bubble,HR,hr,2,2,https://theirstack.com/en/technology/learner-bubble
15532,Learner Mobile,learner-mobile,HR,hr,6,20,https://theirstack.com/en/technology/learner-mobile
15533,Learnernation,learnernation,HR,hr,0,0,https://theirstack.com/en/technology/learnernation
15534,Learnfinity,learnfinity,HR,hr,0,0,https://theirstack.com/en/technology/learnfinity
15535,Learnify Engage Learn,learnify-engage-learn,HR,hr,0,0,https://theirstack.com/en/technology/learnify-engage-learn
15536,Learning Arena,learning-arena,HR,hr,0,0,https://theirstack.com/en/technology/learning-arena
15537,Learning Delivery Platform,learning-delivery-platform,HR,hr,1,1,https://theirstack.com/en/technology/learning-delivery-platform
15538,Learning Evolution,learning-evolution,HR,hr,3,4,https://theirstack.com/en/technology/learning-evolution
15539,Learning Linkups Academy,learning-linkups-academy,HR,hr,0,0,https://theirstack.com/en/technology/learning-linkups-academy
15540,Learning Planet Lms,learning-planet-lms,HR,hr,129,1.4k,https://theirstack.com/en/technology/learning-planet-lms
15541,Learning Pool,learning-pool,HR,hr,96,255,https://theirstack.com/en/technology/learning-pool
